dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483657200,2017-01-05 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,7.96,26.41,26.96,28.17,1010,,,30,8.8,200,,,,,,0,800,Clear,sky is clear,01d
1483660800,2017-01-06 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,5.57,25.99,25.96,26.17,1011,,,27,6.7,150,,,,,,0,800,Clear,sky is clear,01n
1483664400,2017-01-06 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.66,10000,6.36,20.85,18.34,26.7,1012,,,37,6.7,150,,,,,,0,800,Clear,sky is clear,01n
1483668000,2017-01-06 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.37,10000,5.08,18.38,16.01,24.42,1012,,,39,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1483671600,2017-01-06 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.41,10000,5.28,17.4,13.83,22.46,1012,,,42,4.63,160,,,,,,0,800,Clear,sky is clear,01n
1483675200,2017-01-06 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.94,10000,4.86,16.89,14.09,21.78,1013,,,42,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1483678800,2017-01-06 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.47,10000,4.43,16.37,13.01,21.01,1013,,,42,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1483682400,2017-01-06 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.73,10000,4.75,15.63,12.5,20.72,1013,,,45,2.6,140,,,,,,0,800,Clear,sky is clear,01n
1483686000,2017-01-06 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.39,10000,5.06,15.31,12.07,19.98,1013,,,47,1.54,140,,,,,,0,800,Clear,sky is clear,01n
1483689600,2017-01-06 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.3,10000,7.09,14.4,10.9,18.89,1012,,,58,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1483693200,2017-01-06 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.31,10000,6.07,14.31,10.91,18.69,1013,,,54,0,0,,,,,,0,800,Clear,sky is clear,01n
1483696800,2017-01-06 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.79,10000,7.55,14.94,12.37,19.83,1013,,,58,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1483700400,2017-01-06 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.99,10000,6.8,14.06,14.96,15.17,1014,,,58,1.03,270,,,,,,0,800,Clear,sky is clear,01d
1483704000,2017-01-06 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,10000,6.83,17.1,17.96,18.17,1014,,,48,1.54,330,,,,,,0,800,Clear,sky is clear,01d
1483707600,2017-01-06 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,5.76,20.11,20.96,22.17,1014,,,37,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1483711200,2017-01-06 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,5.84,23.25,23.96,25.17,1014,,,31,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1483714800,2017-01-06 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,4.72,26.2,26.96,27.17,1014,,,24,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1483718400,2017-01-06 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,6.72,26.92,27.96,29.17,1014,,,26,3.1,190,,,,,,0,800,Clear,sky is clear,01d
1483722000,2017-01-06 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,6.62,28.34,29.96,30.17,1014,,,23,4.12,180,,,,,,0,800,Clear,sky is clear,01d
1483725600,2017-01-06 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,7.84,28.43,29.96,31.17,1014,,,25,5.7,210,,,,,,0,800,Clear,sky is clear,01d
1483729200,2017-01-06 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,9.82,29.47,30.96,31.17,1013,,,27,6.2,210,,,,,,0,800,Clear,sky is clear,01d
1483732800,2017-01-06 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,9.82,29.47,30.96,32.17,1013,,,27,6.7,220,,,,,,0,800,Clear,sky is clear,01d
1483736400,2017-01-06 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,9.51,28.61,29.96,31.17,1013,,,28,6.7,220,,,,,,0,800,Clear,sky is clear,01d
1483740000,2017-01-06 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,10.68,27.29,27.96,30.17,1013,,,34,7.2,220,,,,,,0,800,Clear,sky is clear,01d
1483743600,2017-01-06 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,10.98,25.99,25.96,28.17,1013,,,39,7.2,210,,,,,,0,800,Clear,sky is clear,01d
1483747200,2017-01-07 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,9.94,23.52,23.96,25.17,1014,,,41,6.7,200,,,,,,0,800,Clear,sky is clear,01n
1483750800,2017-01-07 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.48,10000,7.47,21.78,19.38,27.32,1015,,,38,4.12,150,,,,,,0,800,Clear,sky is clear,01n
1483754400,2017-01-07 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.78,10000,6.86,18.94,17.83,21.01,1015,,,43,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1483758000,2017-01-07 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.34,10000,7.12,18.5,15.72,23.77,1015,,,45,3.6,150,,,,,,0,800,Clear,sky is clear,01n
1483761600,2017-01-07 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.59,10000,6.34,18.7,16.06,23.48,1015,,,42,4.12,160,,,,,,0,800,Clear,sky is clear,01n
1483765200,2017-01-07 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.46,10000,6.32,17.54,14.62,22.28,1015,,,45,2.6,160,,,,,,0,800,Clear,sky is clear,01n
1483768800,2017-01-07 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.91,10000,7.64,17.09,13.91,21.73,1014,,,51,1.54,270,,,,,,0,800,Clear,sky is clear,01n
1483772400,2017-01-07 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.32,10000,7.1,16.44,13.21,20.96,1014,,,51,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1483776000,2017-01-07 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.28,10000,8.17,16.5,13.03,20.82,1014,,,55,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1483779600,2017-01-07 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17,10000,7.9,16.19,12.93,20.58,1015,,,55,2.1,170,,,,,,0,800,Clear,sky is clear,01n
1483783200,2017-01-07 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.09,10000,8.77,16.37,13.1,21,1015,,,58,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1483786800,2017-01-07 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.63,,11.93,18.25,15,22.82,1015,,,65,0.89,273,,,,,,0,800,Clear,sky is clear,01d
1483790400,2017-01-07 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,7.74,18.2,18.96,20.17,1016,,,48,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1483794000,2017-01-07 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,7.79,21.29,21.96,22.17,1016,,,40,1.54,300,,,,,,0,800,Clear,sky is clear,01d
1483797600,2017-01-07 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,7.6,23.36,23.96,25.17,1016,,,35,2.1,240,,,,,,0,800,Clear,sky is clear,01d
1483801200,2017-01-07 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,8.93,25.99,25.96,27.17,1016,,,34,3.1,180,,,,,,0,800,Clear,sky is clear,01d
1483804800,2017-01-07 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,8.82,27.09,27.96,29.17,1016,,,30,5.14,160,,,,,,0,800,Clear,sky is clear,01d
1483808400,2017-01-07 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,8000,9.51,28.61,29.96,30.17,1015,,,28,5.7,190,,,,,,0,800,Clear,sky is clear,01d
1483812000,2017-01-07 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,9.68,27.86,28.96,30.17,1014,,,30,5.14,220,,,,,,0,800,Clear,sky is clear,01d
1483815600,2017-01-07 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,9.51,28.61,29.96,31.17,1014,,,28,5.14,210,,,,,,0,800,Clear,sky is clear,01d
1483819200,2017-01-07 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,10.89,29.63,30.96,31.17,1013,,,29,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1483822800,2017-01-07 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,10.89,29.63,30.96,31.17,1013,,,29,7.2,210,,,,,,0,800,Clear,sky is clear,01d
1483826400,2017-01-07 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,9.68,27.86,28.96,30.17,1012,,,30,7.2,220,,,,,,0,800,Clear,sky is clear,01d
1483830000,2017-01-07 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,9.81,26.58,26.96,28.17,1012,,,34,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1483833600,2017-01-08 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.99,10000,8.9,24.48,24.96,26.17,1013,,,36,6.2,200,,,,,,0,800,Clear,sky is clear,01n
1483837200,2017-01-08 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.29,10000,6.99,22.59,20.58,27.79,1014,,,35,6.2,180,,,,,,0,800,Clear,sky is clear,01n
1483840800,2017-01-08 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.26,10000,5.2,20.36,18.15,25.68,1015,,,35,3.6,150,,,,,,0,800,Clear,sky is clear,01n
1483844400,2017-01-08 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.02,10000,4.11,18.99,16.33,24.06,1015,,,35,3.6,150,,,,,,0,800,Clear,sky is clear,01n
1483848000,2017-01-08 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.33,10000,6.11,18.42,15.67,23.02,1015,,,42,3.1,140,,,,,,0,800,Clear,sky is clear,01n
1483851600,2017-01-08 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.98,10000,6.79,18.11,15.09,22.43,1014,,,45,3.1,170,,,,,,0,800,Clear,sky is clear,01n
1483855200,2017-01-08 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.6,10000,7.39,17.77,14.73,22.26,1014,,,48,2.1,190,,,,,,0,800,Clear,sky is clear,01n
1483858800,2017-01-08 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.07,10000,8.9,17.37,14.5,21.55,1014,,,55,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1483862400,2017-01-08 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.59,10000,10.47,17.05,13.49,21.07,1014,,,63,1.54,170,,,,,,0,800,Clear,sky is clear,01n
1483866000,2017-01-08 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.07,10000,9.01,16.37,12.67,20.14,1014,,,59,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1483869600,2017-01-08 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.57,9999,9.47,16.92,13.48,20.96,1014,,,59,1.03,0,,,,,,40,802,Clouds,scattered clouds,03d
1483873200,2017-01-08 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,9000,9.9,16.39,16.96,18.17,1015,,,63,1.54,280,,,,,,75,803,Clouds,broken clouds,04d
1483876800,2017-01-08 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,9999,9.76,18.38,18.96,20.17,1015,,,55,1.54,300,,,,,,75,803,Clouds,broken clouds,04d
1483880400,2017-01-08 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,8.85,21.37,21.96,23.17,1015,,,43,0.51,0,,,,,,0,800,Clear,sky is clear,01d
1483884000,2017-01-08 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,7.6,23.36,23.96,25.17,1015,,,35,1.54,0,,,,,,0,800,Clear,sky is clear,01d
1483887600,2017-01-08 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,8.91,26.49,26.96,27.17,1014,,,32,3.1,180,,,,,,0,800,Clear,sky is clear,01d
1483891200,2017-01-08 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,9.68,27.86,28.17,29.01,1014,,,30,4.12,170,,,,,,0,800,Clear,sky is clear,01d
1483894800,2017-01-08 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,9.51,28.61,29.96,30.17,1014,,,28,5.14,140,,,,,,0,800,Clear,sky is clear,01d
1483898400,2017-01-08 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,9.82,29.47,30.96,31.17,1013,,,27,5.7,200,,,,,,0,800,Clear,sky is clear,01d
1483902000,2017-01-08 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,9.51,28.61,29.96,31.17,1013,,,28,6.2,220,,,,,,0,800,Clear,sky is clear,01d
1483905600,2017-01-08 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,30.99,10000,9.82,29.47,30.96,31.17,1012,,,27,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1483909200,2017-01-08 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,9.68,27.86,28.96,30.17,1012,,,30,9.3,210,,,,,,0,800,Clear,sky is clear,01d
1483912800,2017-01-08 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,8.82,27.09,27.96,29.17,1012,,,30,7.72,220,,,,,,0,800,Clear,sky is clear,01d
1483916400,2017-01-08 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,10000,8.93,25.99,25.96,27.17,1013,,,34,7.72,210,,,,,,0,800,Clear,sky is clear,01d
1483920000,2017-01-09 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,6.74,23.31,23.96,25.17,1013,,,33,6.2,180,,,,,,0,800,Clear,sky is clear,01n
1483923600,2017-01-09 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.57,10000,6.28,20.75,18.8,26.18,1014,,,37,6.7,190,,,,,,0,800,Clear,sky is clear,01n
1483927200,2017-01-09 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.34,10000,5.19,19.4,17.03,24.56,1014,,,37,7.72,190,,,,,,0,800,Clear,sky is clear,01n
1483930800,2017-01-09 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.26,10000,6.39,18.36,15.96,23.5,1014,,,43,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1483934400,2017-01-09 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.73,10000,8.68,18.02,15.39,22.7,1014,,,52,5.7,160,,,,,,0,800,Clear,sky is clear,01n
1483938000,2017-01-09 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.39,10000,9.31,16.73,13.9,21.16,1014,,,59,3.6,140,,,,,,0,800,Clear,sky is clear,01n
1483941600,2017-01-09 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.34,10000,10.24,16.77,13.43,20.85,1014,,,63,3.1,150,,,,,,0,800,Clear,sky is clear,01n
1483945200,2017-01-09 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.24,10000,10.14,16.66,13.55,21.04,1014,,,63,3.1,140,,,,,,0,800,Clear,sky is clear,01n
1483948800,2017-01-09 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.27,10000,10.17,16.7,13.86,21.09,1014,,,63,2.1,150,,,,,,0,800,Clear,sky is clear,01n
1483952400,2017-01-09 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.69,9999,10.54,16.16,13.74,20.75,1015,,,67,2.1,270,,,,,,75,803,Clouds,broken clouds,04n
1483956000,2017-01-09 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.11,9999,9.99,15.53,14.21,17.01,1016,,,67,3.1,140,,0.2,,,,75,500,Rain,light rain,10d
1483959600,2017-01-09 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.99,9999,10.83,16.49,16.96,18.17,1016,,,67,2.6,180,,,,,,75,803,Clouds,broken clouds,04d
1483963200,2017-01-09 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,9999,10.85,17.49,17.96,18.17,1017,,,63,3.1,180,,,,,,75,803,Clouds,broken clouds,04d
1483966800,2017-01-09 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.99,9999,10.85,17.49,17.96,18.17,1017,,,63,3.1,160,,,,,,75,803,Clouds,broken clouds,04d
1483970400,2017-01-09 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,9999,10.81,18.49,18.96,19.17,1018,,,59,2.1,140,,,,,,75,803,Clouds,broken clouds,04d
1483974000,2017-01-09 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,9999,9.85,21.45,20.1,22.01,1018,,,46,1.03,0,,,,,,75,803,Clouds,broken clouds,04d
1483977600,2017-01-09 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.99,9999,8.68,22.39,22.17,23.01,1017,,,40,2.1,0,,,,,,75,803,Clouds,broken clouds,04d
1483981200,2017-01-09 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,9999,9.78,25.99,24.17,26.01,1017,,,36,2.1,0,,,,,,40,802,Clouds,scattered clouds,03d
1483984800,2017-01-09 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,9999,6.95,26.34,26.96,27.17,1015,,,28,2.1,0,,,,,,40,802,Clouds,scattered clouds,03d
1483988400,2017-01-09 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,9999,7.8,27,27.96,28.17,1014,,,28,3.1,0,,,,,,20,801,Clouds,few clouds,02d
1483992000,2017-01-09 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,7.84,28.43,29.96,30.17,1013,,,25,2.6,0,,,,,,0,800,Clear,sky is clear,01d
1483995600,2017-01-09 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,8.97,28.54,29.96,30.17,1013,,,27,5.14,190,,,,,,0,800,Clear,sky is clear,01d
1483999200,2017-01-09 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.99,10000,11.96,27.46,27.96,30.17,1012,,,37,7.72,230,,,,,,0,800,Clear,sky is clear,01d
1484002800,2017-01-09 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.99,9999,11.73,25.99,25.96,29.17,1012,,,41,7.2,220,,,,,,40,802,Clouds,scattered clouds,03d
1484006400,2017-01-10 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.11,9999,10.76,23.7,23.96,26.17,1012,,,43,5.7,220,,,,,,40,802,Clouds,scattered clouds,03n
1484010000,2017-01-10 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.96,9999,9.82,21.41,20.68,23.01,1013,,,46,7.2,210,,,,,,40,802,Clouds,scattered clouds,03n
1484013600,2017-01-10 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.35,9999,10.21,20.82,18.78,25.77,1014,,,49,5.14,180,,,,,,20,801,Clouds,few clouds,02n
1484017200,2017-01-10 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.94,9999,9.98,18.35,17.36,20.01,1014,,,56,2.6,140,,,,,,20,801,Clouds,few clouds,02n
1484020800,2017-01-10 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.76,10000,10.74,19.25,16.57,23.57,1014,,,56,2.6,130,,,,,,0,800,Clear,sky is clear,01n
1484024400,2017-01-10 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.6,10000,9.66,17.98,14.58,21.76,1013,,,56,2.1,150,,,,,,0,800,Clear,sky is clear,01n
1484028000,2017-01-10 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.99,10000,10.81,18.49,16.76,19.01,1013,,,59,3.1,150,,,,,,0,800,Clear,sky is clear,01n
1484031600,2017-01-10 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.55,10000,9.46,16.9,13.75,20.92,1013,,,59,1.54,170,,,,,,0,800,Clear,sky is clear,01n
